,Place,Categories,Rating,Review Title,Review Body
298,Sankhu Village,Historic Walking Areas,4.5,Rebuilding Sankhu Village,"I have visited Sanku village on many occasions. May 2015 saw a very different place to the village in Feb 2015 due the the earthquake. Passing through in May shocked me to say the least, the utter devastation of the whole town and the silence that was in the air. I have just returned from the region and saw at first hand how resilient and proud the Nepalese people are. Yes, more buildings require demolition but shops have reopened and people have returned yet a very long way to go before it is what it used to be."
299,Sankhu Village,Historic Walking Areas,4.5,'open museum',"This village town can be reached by a car or bus or motorbike with an hour and a half from the kathmandu City. You will find the old city village with beautiful temples, squares, water fountains. In the periphery of the town are many antique statues scattered as the temples crumbled down long ago. This area needs lots of help for donors and government agencies. With the devastating earthquake nearly half the village town is damaged. Must visit destination"
300,Amideva Buddha Park,Park,4,park with statue,located next to swambhu or monkey temple in the foothill near the road. Buddhist park they say and quite a small one. have few big statues and not very clean place.
301,Amideva Buddha Park,Park,4,Should not be missed when you visit the Swayambhunath Temple,"Not many tourists will come to this temple, so you can enjoy the quietness and peacefulness of the environment.The Buddha statues were beautiful, I feel that this should not be missed especially for those who visit the Swayambhunath as it is just a short walk from there."
302,Amideva Buddha Park,Park,4,Big buddhas,"If you visit the Swayambhunath temple, don't forget to bring a visit to this little park. Very nice and impressive to see the 3 large golden buddhas. Unforunately when I visited in March 2019 there were some scaffolding around the buddhas."
303,Amideva Buddha Park,Park,4,Incredible,"This park is incredible. The sheer size of the statues are unbelievable. It doesnt take very long to walk around, but you will love going for a visit! There tend to be monkeys around as its close to the monkey temple, so you might see them too!"
304,Amideva Buddha Park,Park,4,Nice for a few mins,Close to the Swayambhunath temple. Good to combine visits. Buddha park stroll takes around 10 mins. Nice if you have some time!
305,Amideva Buddha Park,Park,4,Wow!,An attraction seamingly missed by most tourists and only 10mins away from Monkey Temple which is heaving! Amazing Bhudda statues and other features plus views across the city and vallryMust do!
306,Amideva Buddha Park,Park,4,Amazing jewel missed by the tourists,"It is surprising to me that one place like this is normally not visited by tourists. This is by far much more beautiful than the famous Monkey Temple, and just 10 min away walking. Built in the 2000s, it is still clean and tidy. Free entrance and as said above, only local people."
307,Amideva Buddha Park,Park,4,Beautiful,"This park is at the foot of the hill along the parikrama (circumambulation of Swayambunath) route. It's definitely worth a visit. Three huge golden Buddhas are the main feature of the park, though there is also a large, beautiful stupa and lovely gardens. I'm not sure if it's actually part of the park, but around one side you can see an enormous prayer wheel. It's a popular park, yet still peaceful enough to sit and meditate. There was no entrance fee and I was not asked for any donation when I went in."
308,Amideva Buddha Park,Park,4,Attention at the entrance,"Have been told that it was free entrance but as soon as we put the feet on the entrance step a man jumped on us asking for entrance fee. He could not speak proper English, he said ""500 rupies entrance"". He prepared a printed receipt (all in Nepali) from a little table and gave to us after taken the big ammount. I was upset and didn't look properly. The park was nice and quiet, far from the busy dusty Kathmandu. The visit was quick and full of religious atmosphere as per my experience.When I found someone who could speak English, I explained the situation of the entrance and showed the paper. It was actually an offer for the rebuilding of a monastery somewhere outside the city. Offers should not be imposed! and NOT been asked in that fraudulent way to tourists who don't speak local language. I felt mestreated, when I had such a good experience with Nepali people until that moment. I just hope that the money will really go to that cause, in order to help a monastery and it will be good for Karma of all sentient beings. Namaste!"
309,Amideva Buddha Park,Park,4,Worth Adding to Monkey Temple Visit,"More beautiful and more peaceful than Monkey Temple, tourists are well advised to journey to the opposite side of the hill to spend time in Buddha Park.  Highlighted by three large statues honoring Nepali cultural aspects of Buddhism, the park offers a haven from the chaos of Kathmandu--far less hectic than the area immediately surrounding the main entrance to the Monkey Temple.There are numerous stupas in the area, along with large prayer wheels, candle offerings, and local items for sale. At the very least, it is a beautiful site for photo ops.... and you can see plenty of monkeys in the area if you wish. I visit Nepal 2 - 3 times during the year and have made pilgrimages here each time.  In fact, it's more satisfying than visiting the top of the more popular Monkey Temple on the opposite side of the hill."
310,Kala Bhairav,"Religious Sites,Monuments and Statues",4.5,powerful and beautiful,this statue looked very powerful and a bit scary in some ways and the religious significance made this statue even more amazing. it was really cool to see the locals worshipping the statue.
311,Kala Bhairav,"Religious Sites,Monuments and Statues",4.5,Religious,Kaal Bhairab is believed to have been sculptured from a single stone. Its a religious statue and people worship it for courage and happiness.
312,Kala Bhairav,"Religious Sites,Monuments and Statues",4.5,One of the places insdie kathmandu darver Square,"Especially to me, it is nothing special. Maybe for others, it has some value. It is a kind of religious statute."
313,Kala Bhairav,"Religious Sites,Monuments and Statues",4.5,powerfull,"in the durbar square complex, this part was not damaged by the 2015 earthquake, a very powerful statue"
314,Kala Bhairav,"Religious Sites,Monuments and Statues",4.5,jai mahakal,one of the greatest temples of Nepal. very traditional and unique in art and architecture. a must visit place.
315,Kala Bhairav,"Religious Sites,Monuments and Statues",4.5,darbur sq monument,not clean and nice. located in the darbar square. more of a place for worship.  did not like such unclean dirty place
316,Kala Bhairav,"Religious Sites,Monuments and Statues",4.5,Beautiful Monument,Beautiful monument and watching the devotional rituals is breathtaking. The monument is truly beautiful.
